id,date,description,debit,credit,account_ref
BNK-000887,09/02/2024,Birbaşa debet,"202,75",,TEST871635
BNK-000888,17/02/2024,Depozit faizi,,"21,05",TEST200780
BNK-000889,04/02/2024,Faiz gəliri,,"18,32",TEST599583
BNK-000890,17/02/2024,Depozit  faizi,,"18,78",TEST950389
BNK-000891,29/01/2024,Depozit faizi,,"7,35",TEST809298
BNK-000892,08/03/2024,Hesab  XIDMƏT  haqqı,"39,35",,TEST778665
BNK-000893,28/03/2024,Birbaşa debet,"280,75",,TEST233997
BNK-000894,13/03/2024,Bank komissiyası,"7,26",,TEST409834
BNK-000895,24/02/2024,Kartın illik haqqı,"39,06",,TEST635456
BNK-000896,02/02/2024,Bank komissiyası,"48,96",,TEST952308
BNK-000897,15/01/2024,Birbaşa debet,"156,67",,TEST117058
BNK-000898,20/02/2024,Kartın illik ha...,"35,09",,TEST983855
BNK-000899,28/02/2024,Kommunal ödəniş,"152,43",,TEST859268
BNK-000900,24/01/2024,Kartın illik haqqı,"7,40",,TEST457915
BNK-000901,27/03/2024,BANK  komissiyası,"44,77",,TEST371914
BNK-000902,02/03/2024,Kartın illik haqqı,"34,18",,TEST787657
BNK-000903,03/03/2024,Kartın illik haqqı,"30,55",,TEST731124
