id,date,description,amount,account_ref
LGR-000917,2024-03-12,Ödəniş - Xəzər Konsalting,7537.93,TEST170260
LGR-000918,2024-03-02,Mədaxil - İpək Yolu Ticarət,3875.99,TEST780566
LGR-000919,2024-02-24,Fatura ödənişi - Günə...,295.52,TEST813269
LGR-000920,2024-03-09,Fatura ödənişi - Zümrüd Logistika,3566.28,TEST593002
LGR-000921,2024-01-25,Mədaxil - Çinar Tikinti MMC,310.07,TEST948083
LGR-000922,2024-01-24,Mədaxil  -  GÜNƏŞ  Ticarət  MMC,67.21,TEST948083
LGR-000923,2024-01-20,Malların dəyəri - Ulduz Tekstil,4597.48,TEST620438
LGR-000924,2024-02-23,Ödəniş -...,3877.72,TEST463541
LGR-000925,2024-02-12,Fatura ödənişi - Öznur Xidmətləri,3044.07,TEST775987
LGR-000926,2024-03-11,Malların  dəyəri  -  Nərgiz  Dizayn  Studiyası,2411.27,TEST982804
LGR-000927,2024-01-07,Fatura ödənişi - Öznur Xidmətləri,787.72,TEST402143
LGR-000928,2024-03-09,Mədaxil - Xəzər Konsalting,1505.51,TEST846389
LGR-000929,2024-02-10,Xidmət haqq...,3022.16,TEST143150
LGR-000930,2024-02-10,Fatura ödənişi - Xəzər Konsalting,1812.74,TEST797883
LGR-000931,2024-02-21,Mədaxil - Bahar Qida MMC,4891.48,TEST126135
LGR-000932,2024-03-05,Ödəniş - Şəfəq...,1746.86,TEST672675
LGR-000933,2024-03-26,Ödəniş - İpək Yolu Ticarət,4202.08,TEST701596
LGR-000934,2024-01-15,Ödəniş  -  Bahar  Qida  MMC,3845.90,TEST822622
LGR-000935,2024-02-15,Ödəniş - Öznur Xidmətləri,494.86,TEST567636
LGR-000936,2024-02-05,Ödəniş - Şəms MMC,1036.11,TEST919234
LGR-000937,2024-02-20,Fatura ödənişi - Bahar Qida MMC,1029.47,TEST636648
LGR-000938,2024-01-18,Mədaxil  -  ÖZNUR  Xidmətləri,479.21,TEST478603
LGR-000939,2024-01-18,Mədaxil  -  Zümrüd  logistika,290.25,TEST478603
LGR-000940,2024-01-18,Mədaxil - Bahar Qid...,252.24,TEST478603
LGR-000941,2024-01-18,Ödəniş  -  İpək  Yolu  Ticarət,4390.48,TEST534313
LGR-000942,2024-01-09,Ödəniş  -  ÇINAR  Tikinti  MMC,3974.21,TEST451709
LGR-000943,2024-01-18,Ödəniş - Çinar Tikint...,2189.36,TEST695503
LGR-000944,2024-03-12,MƏDAXIL  -  Bahar  Qida  MMC,3888.97,TEST618101
LGR-000945,2024-01-16,Ödəniş - Qızıl Balıq Restoranı,3437.86,TEST595495
LGR-000946,2024-01-16,Ödəniş - Nərgiz Dizayn Studiyası,3437.86,TEST595495
LGR-000947,2024-02-05,Malların dəyəri - Günəş Ticarət MMC,2595.00,TEST901865
LGR-000948,2024-03-21,Fatura ödənişi - Günəş Ticarət MMC,3649.84,TEST370439
LGR-000949,2024-03-15,Fatura ödənişi - Xəzər Konsalting,316.76,TEST270757
LGR-000950,2024-02-16,Fatura  ödənişi  -  Qızıl  Balıq  Restoranı,2209.46,TEST385915
LGR-000951,2024-01-24,Ödəniş - Xəzər Konsalting,3149.23,TEST758537
LGR-000952,2024-02-03,Mədaxil - Günəş Ticarət MMC,459.21,TEST938732
LGR-000953,2024-02-03,Mədaxil  -  XƏZƏR  Konsalting,467.41,TEST938732
LGR-000954,2024-02-03,Mədaxil - Ç...,461.11,TEST938732
LGR-000955,2024-01-20,Mədaxil - Ulduz Tekstil,2649.17,TEST328459
LGR-000956,2024-03-09,Xidmət haqqı - Günəş Ticarət MMC,3691.89,TEST987168
LGR-000957,2024-02-09,Malların dəyəri - Bahar Qida MMC,738.83,TEST465124
LGR-000958,2024-02-08,  Ödəniş - Şəfəq Baytarlıq Kliniki ,160.78,TEST844378
LGR-000959,2024-01-27,Xidmət haqqı - Günəş Ticarət MMC,692.71,TEST231432
LGR-000960,2024-01-14,Malların dəyəri - Qızıl Balıq Restoranı,181.92,TEST305888
LGR-000961,2024-01-02,Ödəniş - Günəş Ticarət MMC,3966.01,TEST800015
LGR-000962,2024-03-26,Ödəniş  -  şəms  MMC,1853.04,TEST293757
LGR-000963,2024-03-19,Ödəniş  -  İpək  Yolu  ticarət,2657.17,TEST918730
LGR-000964,2024-02-06,Ödəniş - Şəms MMC,1901.17,TEST300852
LGR-000965,2024-02-16,Ödəniş - Bahar Qida MMC,7420.45,TEST597775
LGR-000966,2024-03-06,Ödəniş - Çinar Tikinti MMC,1203.03,TEST324682
LGR-000967,2024-02-16,Ödəniş  -  Şəfəq  BAYTARLIQ  Kliniki,2930.97,TEST899301
LGR-000968,2024-03-28,Ödəniş - Ulduz Tekstil,4419.73,TEST427162
LGR-000969,2024-01-09,  Fatura ödənişi - Bahar Qida MMC ,4701.09,TEST998392
LGR-000970,2024-03-07,Ödəniş  -  Qızıl  BALIQ  Restoranı,3462.68,TEST559337
LGR-000971,2024-01-09,  Ödəniş - Öznur Xidmətləri ,1916.88,TEST276919
LGR-000972,2024-01-30,Xidmət haqqı - Çinar Tikinti...,4404.10,TEST228725
LGR-000973,2024-03-23,Ödəniş - Bahar Qida MMC,1876.97,TEST927843
LGR-000974,2024-02-05,Ödəniş  -  Bahar  QIDA  MMC,4036.52,TEST636256
LGR-000975,2024-01-13,Ödəniş - Şəms MMC,3878.18,TEST131167
LGR-000976,2024-03-27,Fatura ödənişi - Xəzər Konsalting,1724.19,TEST733952
LGR-000977,2024-03-03,Mədaxil - Bahar Qida MMC,315.41,TEST888119
LGR-000978,2024-03-02,Mədaxil - Öznur Xidmətləri,142.33,TEST888119
LGR-000979,2024-03-02,mədaxil  -  Zümrüd  Logistika,202.38,TEST888119
LGR-000980,2024-03-04,Mədaxil - Çinar Tikinti MMC,443.90,TEST888119
LGR-000981,2024-02-28,Mədaxil - Şəms MMC,198.64,TEST564053
LGR-000982,2024-02-25,Xidmət haqqı - Nərgiz Dizayn Studiyası,715.10,TEST615353
LGR-000983,2024-03-11,Xidmət haqqı - Bahar Qida MMC,3010.02,TEST792142
LGR-000984,2024-02-03,Xidmət haqqı - İpək Yolu Ticarət,2603.60,TEST510396
LGR-000985,2024-01-08,Ödəniş  -  İPƏK  Yolu  Ticarət,157.57,TEST436050
LGR-000986,2024-02-14,Fatura  ÖDƏNIŞI  -  Çinar  Tikinti  MMC,1883.62,TEST548945
LGR-000987,2024-01-13,Mədaxil  -  Öznur  xidmətləri,231.24,TEST168681
LGR-000988,2024-01-14,Mədaxil  -  Nərgiz  dizayn  Studiyası,121.26,TEST168681
LGR-000989,2024-01-14,Mədaxil - Çinar Tikinti MMC,22.91,TEST168681
LGR-000990,2024-01-13,Ödəniş - Bahar Qida MMC,4247.95,TEST700350
LGR-000991,2024-02-13,Ödəniş - Nərgiz Dizayn Studiyası,3233.46,TEST799806
LGR-000992,2024-01-10,Fatura  ödənişi  -  Nərgiz  DIZAYN  Studiyası,1132.39,TEST766311
LGR-000993,2024-03-15,Ödəniş - Öznur Xidmətlər...,506.67,TEST196424
LGR-000994,2024-01-27,Fatura ödənişi - Günəş Ticarət MMC,4181.50,TEST547852
LGR-000995,2024-01-26,Malların dəyəri - Nərgiz Dizayn Studiyası,2119.21,TEST428574
LGR-000996,2024-01-03,Mədaxil - Şəfəq Baytarlıq Kliniki,3301.71,TEST289373
LGR-000997,2024-03-04,Xidmət haqqı - Qızıl Balıq...,1126.48,TEST704864
LGR-000998,2024-03-13,Ödəniş - Ulduz Tekstil,2748.19,TEST554793
LGR-000999,2024-02-25,Ödəniş - Günəş Ticarət MMC,1680.66,TEST414861
LGR-001000,2024-02-06,Fatura ödənişi - Xəzər Konsalting,3397.12,TEST963723
